translation_id,source_word_id,german,english,russian
885,885,"die Impfung","vaccination",""
886,886,"die Behandlung","treatment",""
887,887,"behandeln","to treat",""
888,888,"heilen","to heal",""
889,889,"die Heilung","healing/cure",""
890,890,"sich erholen","to recover",""
891,891,"die Genesung","recovery",""
892,892,"gesund werden","to get well",""
893,893,"die Krankenversicherung","health insurance",""
894,894,"versichert","insured",""
895,895,"sich bewegen","to exercise",""
896,896,"die Bewegung","movement/exercise",""
897,897,"aktiv","active",""
898,898,"fit bleiben","to stay fit",""
899,899,"sich entspannen","to relax",""
900,900,"die Entspannung","relaxation",""
901,901,"der Stress","stress",""
902,902,"gestresst","stressed",""
903,903,"anrufen","to call",""
904,904,"der Anruf","call",""
905,905,"zurückrufen","to call back",""
906,906,"auflegen","to hang up",""
907,907,"abnehmen","to pick up",""
908,908,"klingeln","to ring",""
910,910,"wählen","to dial",""
911,911,"besetzt","busy",""
912,912,"die Verbindung","connection",""
913,913,"verbinden","to connect",""
914,914,"die Nachricht","message",""
915,915,"die Mitteilung","message",""
916,916,"die SMS","text message",""
917,917,"simsen","to text",""
918,918,"die Mailbox","voicemail",""
919,919,"online","online",""
920,920,"offline","offline",""
921,921,"surfen","to surf",""
922,922,"googeln","to google",""
923,923,"die Website","website",""
924,924,"die Homepage","homepage",""
925,925,"der Link","link",""
926,926,"klicken","to click",""
927,927,"anklicken","to click on",""
928,928,"herunterladen","to download",""
929,929,"hochladen","to upload",""
930,930,"der Download","download",""
931,931,"der Upload","upload",""
932,932,"die Datei","file",""
933,933,"speichern","to save",""
934,934,"löschen","to delete",""
935,935,"der Ordner","folder",""
936,936,"das Passwort","password",""
937,937,"einloggen","to log in",""
938,938,"ausloggen","to log out",""
939,939,"der Benutzer","user",""
940,940,"das Benutzerkonto","user account",""
941,941,"das soziale Netzwerk","social network",""
942,942,"der Post","post",""
943,943,"posten","to post",""
944,944,"teilen","to share",""
945,945,"liken","to like",""
946,946,"der Like","like",""
947,947,"kommentieren","to comment",""
948,948,"der Kommentar","comment",""
949,949,"folgen","to follow",""
950,950,"der Follower","follower",""
951,951,"chatten","to chat",""
952,952,"der Chat","chat",""
953,953,"der Reisende","traveler (m)",""
954,954,"die Reisende","traveler (f)",""
955,955,"der Tourist","tourist (m)",""
956,956,"die Touristin","tourist (f)",""
957,957,"buchen","to book",""
958,958,"die Buchung","booking",""
959,959,"reservieren","to reserve",""
960,960,"die Reservierung","reservation",""
961,961,"die Bestätigung","confirmation",""
962,962,"stornieren","to cancel",""
963,963,"die Stornierung","cancellation",""
964,964,"das Hotel","hotel",""
965,965,"die Pension","guesthouse",""
966,966,"die Jugendherberge","youth hostel",""
967,967,"das Hostel","hostel",""
968,968,"die Unterkunft","accommodation",""
969,969,"übernachten","to stay overnight",""
970,970,"die Übernachtung","overnight stay",""
971,971,"einchecken","to check in",""
972,972,"auschecken","to check out",""
974,974,"das Einzelzimmer","single room",""
975,975,"das Doppelzimmer","double room",""
976,976,"die Rezeption","reception",""
977,977,"der Empfang","reception",""
979,979,"der Abflug","departure (flight)",""
980,980,"die Ankunft","arrival",""
981,981,"der Flug","flight",""
982,982,"das Gate","gate",""
983,983,"der Passagier","passenger",""
984,984,"die Passagierin","passenger (f)",""
985,985,"das Gepäck","luggage",""
986,986,"der Koffer","suitcase",""
988,988,"das Handgepäck","carry-on luggage",""
989,989,"der Reisepass","passport",""
990,990,"der Pass","passport",""
991,991,"das Visum","visa",""
992,992,"die Bordkarte","boarding pass",""
993,993,"der Zoll","customs",""
994,994,"die Verspätung","delay",""
995,995,"die Durchsage","announcement",""
996,996,"das Gleis","platform/track",""
997,997,"der Bahnsteig","platform",""
998,998,"die Tomate","tomato",""
999,999,"die Gurke","cucumber",""
1000,1000,"die Zwiebel","onion",""
1001,1001,"der Knoblauch","garlic",""
1002,1002,"der Pilz","mushroom",""
1003,1003,"der Pfeffer","pepper",""
1004,1004,"das Salz","salt",""
1005,1005,"der Zucker","sugar",""
1006,1006,"das Öl","oil",""
1007,1007,"der Essig","vinegar",""
1008,1008,"die Soße","sauce",""
1009,1009,"die Sahne","cream",""
1010,1010,"der Joghurt","yogurt",""
1011,1011,"der Quark","quark",""
1012,1012,"das Müsli","muesli/granola",""
1013,1013,"die Marmelade","jam",""
1014,1014,"der Honig","honey",""
1015,1015,"die Schokolade","chocolate",""
1016,1016,"der Appetit","appetite",""
1017,1017,"Guten Appetit!","Enjoy your meal!",""
1018,1018,"Mahlzeit!","Enjoy your meal!",""
1020,1020,"hungrig","hungry",""
1021,1021,"satt","full/satisfied",""
1022,1022,"der Geschmack","taste",""
1023,1023,"schmecken","to taste",""
1024,1024,"lecker","delicious",""
1025,1025,"köstlich","delicious",""
1026,1026,"salzig","salty",""
1027,1027,"süß","sweet",""
1028,1028,"sauer","sour",""
1029,1029,"bitter","bitter",""
1030,1030,"scharf","spicy/hot",""
1031,1031,"frisch","fresh",""
1032,1032,"roh","raw",""
1033,1033,"gekocht","cooked",""
1034,1034,"gebraten","fried",""
1035,1035,"gegrillt","grilled",""
1036,1036,"gebacken","baked",""
1037,1037,"die Speisekarte","menu",""
1038,1038,"bestellen","to order",""
1039,1039,"die Bestellung","order",""
1040,1040,"die Vorspeise","appetizer",""
1041,1041,"das Hauptgericht","main course",""
1042,1042,"die Beilage","side dish",""
1043,1043,"der Nachtisch","dessert",""
1044,1044,"das Dessert","dessert",""
1045,1045,"die Rechnung","bill",""
1046,1046,"zahlen","to pay",""
1047,1047,"zusammen zahlen","to pay together",""
1048,1048,"getrennt zahlen","to pay separately",""
1049,1049,"das Trinkgeld","tip",""
1050,1050,"das Gefühl","feeling",""
1051,1051,"fühlen","to feel",""
1052,1052,"glücklich","happy",""
1053,1053,"das Glück","happiness/luck",""
1054,1054,"zufrieden","satisfied/content",""
1055,1055,"froh","glad",""
1056,1056,"fröhlich","cheerful",""
1057,1057,"traurig","sad",""
1058,1058,"die Trauer","sadness",""
1061,1061,"lustig","funny",""
1063,1063,"aufgeregt","excited",""
1064,1064,"die Aufregung","excitement",""
1065,1065,"nervös","nervous",""
1066,1066,"ruhig","calm",""
1067,1067,"entspannt","relaxed",""
1068,1068,"wütend","angry",""
1069,1069,"die Wut","anger",""
1070,1070,"ärgerlich","annoying/annoyed",""
1071,1071,"der Ärger","trouble/annoyance",""
1072,1072,"sich ärgern","to be annoyed",""
1073,1073,"enttäuscht","disappointed",""
1074,1074,"die Enttäuschung","disappointment",""
1075,1075,"überrascht","surprised",""
1076,1076,"die Überraschung","surprise",""
1077,1077,"erstaunt","astonished",""
1078,1078,"erschrocken","frightened",""
1079,1079,"die Angst","fear",""
1080,1080,"ängstlich","fearful",""
1081,1081,"Angst haben vor","to be afraid of",""
1082,1082,"mutig","brave",""
1083,1083,"der Mut","courage",""
1084,1084,"stolz","proud",""
1085,1085,"der Stolz","pride",""
1086,1086,"eifersüchtig","jealous",""
1087,1087,"die Eifersucht","jealousy",""
1088,1088,"neidisch","envious",""
1089,1089,"der Neid","envy",""
1090,1090,"verliebt","in love",""
1091,1091,"sich verlieben","to fall in love",""
1092,1092,"die Liebe","love",""
1093,1093,"hassen","to hate",""
1094,1094,"der Hass","hate",""
1095,1095,"hoffen","to hope",""
1096,1096,"die Hoffnung","hope",""
1097,1097,"einsam","lonely",""
1098,1098,"die Einsamkeit","loneliness",""
1099,1099,"begeistert","enthusiastic",""
1100,1100,"die Begeisterung","enthusiasm",""
1101,1101,"der Charakter","character",""
1102,1102,"die Persönlichkeit","personality",""
1103,1103,"ehrlich","honest",""
1104,1104,"die Ehrlichkeit","honesty",""
1105,1105,"zuverlässig","reliable",""
1106,1106,"verantwortlich","responsible",""
1107,1107,"die Verantwortung","responsibility",""
1108,1108,"fleißig","diligent",""
1109,1109,"faul","lazy",""
1110,1110,"geduldig","patient",""
1111,1111,"die Geduld","patience",""
1112,1112,"ungeduldig","impatient",""
1113,1113,"höflich","polite",""
1114,1114,"unhöflich","impolite",""
1115,1115,"freundlich","friendly",""
1116,1116,"unfreundlich","unfriendly",""
1117,1117,"selbstbewusst","self-confident",""
1118,1118,"schüchtern","shy",""
1120,1120,"feige","cowardly",""
1121,1121,"die Beziehung","relationship",""
1122,1122,"die Freundschaft","friendship",""
1123,1123,"sich verstehen","to get along",""
1124,1124,"sich streiten","to argue",""
1125,1125,"der Streit","argument",""
1126,1126,"sich versöhnen","to reconcile",""
1127,1127,"vertrauen","to trust",""
1128,1128,"das Vertrauen","trust",""
1129,1129,"misstrauen","to distrust",""
1130,1130,"das Missvertrauen","distrust",""
1131,1131,"der Partner","partner (m)",""
1132,1132,"die Partnerin","partner (f)",""
1133,1133,"der Verlobte","fiancé",""
1134,1134,"die Verlobte","fiancée",""
1135,1135,"sich verloben","to get engaged",""
1136,1136,"die Verlobung","engagement",""
1137,1137,"heiraten","to marry",""
1138,1138,"die Hochzeit","wedding",""
1139,1139,"sich scheiden lassen","to get divorced",""
1140,1140,"die Scheidung","divorce",""
1141,1141,"geschieden","divorced",""
1142,1142,"der Ex","ex",""
1143,1143,"ledig","single",""
1144,1144,"verheiratet","married",""
1145,1145,"der Bekannte","acquaintance (m)",""
1146,1146,"die Bekannte","acquaintance (f)",""
1147,1147,"sich kennenlernen","to get to know",""
1149,1149,"sich verabreden","to make plans",""
1150,1150,"die Verabredung","date",""
1153,1153,"absagen","to cancel",""
1154,1154,"zusagen","to accept",""
1155,1155,"ablehnen","to decline",""
1157,1157,"der Besuch","visit",""
1158,1158,"der Gast","guest",""
1159,1159,"der Gastgeber","host",""
1160,1160,"begrüßen","to greet",""
1161,1161,"die Begrüßung","greeting",""
1162,1162,"verabschieden","to say goodbye",""
1163,1163,"der Abschied","farewell",""
1164,1164,"vermissen","to miss",""
1165,1165,"sich erinnern an","to remember",""
1166,1166,"die Erinnerung","memory",""
1167,1167,"vergessen","to forget",""
1168,1168,"die Meinung","opinion",""
1169,1169,"meinen","to think",""
1170,1170,"der Standpunkt","point of view",""
1171,1171,"die Ansicht","view",""
1173,1173,"glauben","to believe",""
1174,1174,"denken","to think",""
1175,1175,"meiner Meinung nach","in my opinion",""
1176,1176,"aus meiner Sicht","from my view",""
1177,1177,"überzeugt sein","to be convinced",""
1178,1178,"die Überzeugung","conviction",""
1179,1179,"zustimmen","to agree",""
1180,1180,"die Zustimmung","agreement",""
1181,1181,"widersprechen","to contradict",""
1182,1182,"der Widerspruch","contradiction",""
1183,1183,"kritisieren","to criticize",""
1184,1184,"die Kritik","criticism",""
1185,1185,"loben","to praise",""
1186,1186,"das Lob","praise",""
1187,1187,"das Argument","argument",""
1188,1188,"argumentieren","to argue",""
1189,1189,"der Grund","reason",""
1190,1190,"begründen","to justify",""
1191,1191,"die Begründung","justification",""
1192,1192,"beweisen","to prove",""
1193,1193,"der Beweis","proof",""
1194,1194,"behaupten","to claim",""
1195,1195,"die Behauptung","claim",""
1196,1196,"feststellen","to determine",""
1197,1197,"die Feststellung","statement",""
1198,1198,"annehmen","to assume",""
1199,1199,"die Annahme","assumption",""
1200,1200,"vermuten","to suspect",""
1201,1201,"die Vermutung","assumption",""
1203,1203,"die Schlussfolgerung","conclusion",""
1204,1204,"folgern","to conclude",""
1205,1205,"logisch","logical",""
1206,1206,"unlogisch","illogical",""
1207,1207,"diskutieren","to discuss",""
1208,1208,"die Diskussion","discussion",""
1209,1209,"besprechen","to discuss",""
1210,1210,"erörtern","to discuss",""
1211,1211,"debattieren","to debate",""
1212,1212,"die Debatte","debate",""
1213,1213,"das Thema","topic",""
1214,1214,"das Gespräch","conversation",""
1215,1215,"sich unterhalten","to converse",""
1216,1216,"die Unterhaltung","conversation",""
1217,1217,"erwähnen","to mention",""
1218,1218,"ansprechen","to address",""
1219,1219,"hinweisen auf","to point out",""
1220,1220,"der Hinweis","hint",""
1221,1221,"betonen","to emphasize",""
1222,1222,"hervorheben","to highlight",""
1223,1223,"unterbrechen","to interrupt",""
1224,1224,"die Unterbrechung","interruption",""
1225,1225,"fortfahren","to continue",""
1226,1226,"fortsetzen","to continue",""
1228,1228,"zusammenfassen","to summarize",""
1229,1229,"die Zusammenfassung","summary",""
1230,1230,"die Karriere","career",""
1234,1234,"der Lebenslauf","CV/resume",""
1235,1235,"das Anschreiben","cover letter",""
1240,1240,"entlassen","to fire",""
1241,1241,"der Vertrag","contract",""
1242,1242,"befristet","temporary",""
1243,1243,"unbefristet","permanent",""
1244,1244,"die Probezeit","probation period",""
1246,1246,"die Gehaltserhöhung","raise",""
1247,1247,"der Mindestlohn","minimum wage",""
1251,1251,"der Vorgesetzte","superior",""
1254,1254,"die Zusammenarbeit","collaboration",""
1255,1255,"zusammenarbeiten","to collaborate",""
1259,1259,"die Deadline","deadline",""
1260,1260,"die Aufgabe","task",""
1261,1261,"zuständig","responsible for",""
1262,1262,"erledigen","to complete",""
1263,1263,"organisieren","to organize",""
1264,1264,"planen","to plan",""
1265,1265,"leiten","to lead",""
1266,1266,"delegieren","to delegate",""
1267,1267,"koordinieren","to coordinate",""
1268,1268,"präsentieren","to present",""
1269,1269,"die Qualifikation","qualification",""
1270,1270,"qualifiziert","qualified",""
1271,1271,"die Erfahrung","experience",""
1272,1272,"erfahren","experienced",""
1273,1273,"die Kompetenz","competence",""
1274,1274,"kompetent","competent",""
1276,1276,"fähig","capable",""
1277,1277,"die Fertigkeit","skill",""
1278,1278,"geschickt","skilled",""
1279,1279,"die Ausbildung","training",""
1280,1280,"sich weiterbilden","to further educate",""
1281,1281,"die Weiterbildung","further education",""
1282,1282,"die Fortbildung","advanced training",""
1285,1285,"das Zertifikat","certificate",""
1286,1286,"die Beförderung","promotion",""
1287,1287,"befördert werden","to be promoted",""
1288,1288,"der Aufstieg","advancement",""
1289,1289,"die Gesellschaft","society",""
1290,1290,"gesellschaftlich","social",""
1291,1291,"sozial","social",""
1292,1292,"die Politik","politics",""
1293,1293,"politisch","political",""
1294,1294,"der Politiker","politician",""
1295,1295,"die Regierung","government",""
1297,1297,"die Wahl","election",""
1298,1298,"abstimmen","to vote",""
1299,1299,"das Gesetz","law",""
1300,1300,"das Recht","right/law",""
1301,1301,"die Pflicht","duty",""
1302,1302,"die Freiheit","freedom",""
1303,1303,"die Demokratie","democracy",""
1304,1304,"demokratisch","democratic",""
1305,1305,"die Umwelt","environment",""
1306,1306,"der Umweltschutz","environmental protection",""
1307,1307,"umweltfreundlich","eco-friendly",""
1308,1308,"schützen","to protect",""
1309,1309,"verschmutzen","to pollute",""
1310,1310,"die Verschmutzung","pollution",""
1311,1311,"recyceln","to recycle",""
1312,1312,"das Recycling","recycling",""
1314,1314,"wegwerfen","to throw away",""
1315,1315,"sparen","to save",""
1316,1316,"verschwenden","to waste",""
1317,1317,"der Klimawandel","climate change",""
1318,1318,"nachhaltig","sustainable",""
1319,1319,"die Nachhaltigkeit","sustainability",""
1320,1320,"erneuerbar","renewable",""
1321,1321,"die Energie","energy",""
1322,1322,"global","global",""
1323,1323,"international","international",""
1324,1324,"weltweit","worldwide",""
1325,1325,"die Globalisierung","globalization",""
1326,1326,"die Wirtschaft","economy",""
1327,1327,"wirtschaftlich","economic",""
1328,1328,"die Krise","crisis",""
1329,1329,"das Problem","problem",""
1331,1331,"der Konflikt","conflict",""
1332,1332,"der Frieden","peace",""
1333,1333,"friedlich","peaceful",""
1334,1334,"die Armut","poverty",""
1335,1335,"die Gerechtigkeit","justice",""
1336,1336,"gerecht","just",""
1337,1337,"ungerecht","unjust",""
1338,1338,"die Gleichheit","equality",""
1339,1339,"gleich","equal",""
1340,1340,"der Unterschied","difference",""
1341,1341,"unterschiedlich","different",""
1342,1342,"die Vielfalt","diversity",""
1343,1343,"vielfältig","diverse",""
1344,1344,"die Vergangenheit","past",""
1345,1345,"die Gegenwart","present",""
1346,1346,"die Zukunft","future",""
1347,1347,"vergangen","past",""
1348,1348,"gegenwärtig","current",""
1349,1349,"zukünftig","future",""
1350,1350,"sich ändern","to change",""
1351,1351,"die Änderung","change",""
1352,1352,"verändern","to change",""
1353,1353,"die Veränderung","change",""
1354,1354,"sich entwickeln","to develop",""
1355,1355,"die Entwicklung","development",""
1357,1357,"sich verbessern","to improve",""
1358,1358,"die Verbesserung","improvement",""
1359,1359,"die Eigenschaft","characteristic",""
1360,1360,"die Qualität","quality",""
1361,1361,"sich unterscheiden","to differ",""
1362,1362,"ähnlich","similar",""
1363,1363,"die Ähnlichkeit","similarity",""
1364,1364,"der Gegensatz","opposite",""
1365,1365,"vergleichen","to compare",""
1366,1366,"der Vergleich","comparison",""
1367,1367,"besonders","special",""
1368,1368,"allgemein","general",""
1369,1369,"typisch","typical",""
1370,1370,"normal","normal",""
1371,1371,"üblich","usual",""
1372,1372,"existieren","to exist",""
1373,1373,"die Existenz","existence",""
1374,1374,"die Tatsache","fact",""
1375,1375,"tatsächlich","actually",""
1376,1376,"wirklich","really",""
1377,1377,"die Wirklichkeit","reality",""
1378,1378,"möglich","possible",""
1379,1379,"die Möglichkeit","possibility",""
1380,1380,"unmöglich","impossible",""
1381,1381,"wahrscheinlich","probable",""
1382,1382,"sicher","certain",""
1383,1383,"die Sicherheit","certainty",""
1384,1384,"unsicher","uncertain",""
1385,1385,"der Zweifel","doubt",""
1386,1386,"zweifeln","to doubt",""
1387,1387,"garantieren","to guarantee",""
1389,1389,"bestätigen","to confirm",""
4223,4223,"das CO2","CO2",""
5194,5194,"die Mise en abyme","mise en abyme",""
5832,5832,"das Man","das Man",""
5877,5877,"die Différance","différance",""
6548,6548,"der pH-Wert","pH",""
